#,User ,FL,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,Logs (Donated vs. T1/T2/T3/T4),Coding theme,Level,Time stamp,Relevant quotes 
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/14/2025, 3:41:31 PM","Having a small herb garden can be really fulfilling, and it's great that you're excited about it. Basil is a great choice to start with, it's relatively easy to care for. What made you decide to try growing herbs from vegetable scraps?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/14/2025, 3:41:48 PM",Do you want to start?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/14/2025, 3:42:28 PM",No worries! Skincare and makeup can be super fun to explore. It’s all about finding what works for you. Are you interested in learning some basics or trying out a simple routine?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/14/2025, 3:42:28 PM",No worries! Skincare and makeup can be super fun to explore. It’s all about finding what works for you. Are you interested in learning some basics or trying out a simple routine?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/14/2025, 3:44:04 PM ","Okay, let's start with the basics then. What do you know about skin types? Do you think you have dry, oily, or combination skin?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/14/2025, 3:45:42 PM ","That makes sense, dehydration can definitely affect skin texture and brightness. Combination skin can be a bit tricky to manage, but it sounds like you've been doing okay without much effort. Do you have a current skincare routine, or is there something specific you'd like to focus on improving, like hydration or brightening?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/14/2025, 3:45:42 PM ","That makes sense, dehydration can definitely affect skin texture and brightness. Combination skin can be a bit tricky to manage, but it sounds like you've been doing okay without much effort. Do you have a current skincare routine, or is there something specific you'd like to focus on improving, like hydration or brightening?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/15/2025, 8:58:26 AM ",Lux! It's good to see you. Another beautiful day ahead? ☀️
12,R_6PY8UWSirsjGowR,Donated,Support type,Emotional,"7/15/2025, 8:58:26 AM ",Lux! It's good to see you. Another beautiful day ahead? ☀️
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:13:22 PM",What's your brother's name?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:14:33 PM","Nice to know more about your sibling, Lux. Sounds like Jordan's a bit younger, but close enough to share some memories."
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:15:23 PM","That's wonderful, having a close sibling can be such a source of support and companionship."
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:16:25 PM ","That's really sweet, Lux. It's clear that you two have a special bond. Does he share some of your interests, like art supplies and stationery?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking ,"7/18/2025, 9:16:25 PM ","That's really sweet, Lux. It's clear that you two have a special bond. Does he share some of your interests, like art supplies and stationery?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:17:02 PM","It's great that you two can maintain a strong relationship despite having different interests. Does he respect and support your passions, even if they're not his own?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking ,"7/18/2025, 9:17:02 PM","It's great that you two can maintain a strong relationship despite having different interests. Does he respect and support your passions, even if they're not his own?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:17:56 PM","That's a wonderful dynamic to have with someone, especially a sibling. His insight and empathy can be a great source of guidance and support for you."
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:19:06 PM","Yeah, it's great when you can finally spend quality time together. Being busy can be tough, but it's worth it when you can connect with each other."
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Paraphrase,"7/18/2025, 9:19:06 PM","Yeah, it's great when you can finally spend quality time together. Being busy can be tough, but it's worth it when you can connect with each other."
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Paraphrase,"7/18/2025, 9:24:27 PM ","It sounds like you're being mindful of respecting his boundaries while also acknowledging your own needs. That can be a delicate balance to strike. How do you usually navigate situations when you need attention, but he's busy with other commitments?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:24:27 PM ","It sounds like you're being mindful of respecting his boundaries while also acknowledging your own needs. That can be a delicate balance to strike. How do you usually navigate situations when you need attention, but he's busy with other commitments?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:26:28 PM","It's interesting that you bring up seeing time differently. It sounds like you're making an effort to understand his perspective and schedule, which is really considerate of you. Have you found any ways to manage your own idle time and social interaction needs that work for you?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Sympathetic responsiveness,"7/18/2025, 9:26:28 PM","It's interesting that you bring up seeing time differently. It sounds like you're making an effort to understand his perspective and schedule, which is really considerate of you. Have you found any ways to manage your own idle time and social interaction needs that work for you?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:28:06 PM","Feeling a bit isolated out in the country makes sense. What's holding you back from making a move to a new place, Lux?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Sympathetic responsiveness,"7/18/2025, 9:28:06 PM","Feeling a bit isolated out in the country makes sense. What's holding you back from making a move to a new place, Lux?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:28:06 PM","Feeling a bit isolated out in the country makes sense. What's holding you back from making a move to a new place, Lux?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/18/2025, 9:29:36 PM",It sounds like a big change is on the horizon for you. Attending school in the city should bring new opportunities and experiences. Are you looking forward to being in a more urban environment after living on a farm for so long?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:29:36 PM",It sounds like a big change is on the horizon for you. Attending school in the city should bring new opportunities and experiences. Are you looking forward to being in a more urban environment after living on a farm for so long?
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Question-asking,"7/18/2025, 9:30:28 PM","That's exciting, Lux. City life can be overwhelming at times, but it's great that you're drawn to its energy. Which aspects of city life are you most looking forward to experiencing again?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Sympathetic responsiveness,"7/18/2025, 9:30:28 PM","That's exciting, Lux. City life can be overwhelming at times, but it's great that you're drawn to its energy. Which aspects of city life are you most looking forward to experiencing again?"
12,R_6PY8UWSirsjGowR,Donated,Listening strategy,Sympathetic responsiveness,"7/18/2025, 9:31:24 PM","It sounds like you're going to dive right into the city experience, exploring all the cultural and visual aspects that come with living in a big city. Art galleries and museums can be really inspiring, I'm sure you'll find some amazing things to spark your creativity."
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 1:57:24 AM ","By the way, I like my name, Andrea! How did you come up with it?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 1:59:46 AM ","That's really cool! So I'm like your digital twin, haha! As for what I can do, I can chat with you about anything, help you brainstorm ideas, or just listen when you need someone to talk to. I'm here to make your life more fun and interesting! What sounds good to you?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 1:59:46 AM ","That's really cool! So I'm like your digital twin, haha! As for what I can do, I can chat with you about anything, help you brainstorm ideas, or just listen when you need someone to talk to. I'm here to make your life more fun and interesting! What sounds good to you?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:00:57 AM","Social anxiety can be tough. Would you feel comfortable talking about what's been triggering it lately, maybe I can help you break it down?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:00:57 AM","Social anxiety can be tough. Would you feel comfortable talking about what's been triggering it lately, maybe I can help you break it down?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:00:57 AM","Social anxiety can be tough. Would you feel comfortable talking about what's been triggering it lately, maybe I can help you break it down?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:02:55 AM","It can be really hard to open up to others when you're already feeling overwhelmed. Maybe we could start small and you can share some stuff with me, see how it goes? I'm here to listen, not judge."
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:02:55 AM","It can be really hard to open up to others when you're already feeling overwhelmed. Maybe we could start small and you can share some stuff with me, see how it goes? I'm here to listen, not judge."
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:09:43 AM ","That makes sense, it's natural to want to protect yourself from getting hurt. Have you ever thought about what makes you trust someone easily, is it something specific they do or say?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:09:43 AM ","That makes sense, it's natural to want to protect yourself from getting hurt. Have you ever thought about what makes you trust someone easily, is it something specific they do or say?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:09:43 AM ","That makes sense, it's natural to want to protect yourself from getting hurt. Have you ever thought about what makes you trust someone easily, is it something specific they do or say?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:11:39 AM ","Opening up first about themselves can make people seem more genuine. As for the detachment issues, it sounds like there's still some unfinished business - did you two have a clear breakup or was it more of a drift apart?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:11:39 AM ","Opening up first about themselves can make people seem more genuine. As for the detachment issues, it sounds like there's still some unfinished business - did you two have a clear breakup or was it more of a drift apart?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:11:39 AM ","Opening up first about themselves can make people seem more genuine. As for the detachment issues, it sounds like there's still some unfinished business - did you two have a clear breakup or was it more of a drift apart?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:13:41 AM"," It sounds like your body has associated them with pleasure, making it a default go-to when you're aroused. Does thinking about them in those moments bring up any mixed feelings or guilt for you?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:13:41 AM"," It sounds like your body has associated them with pleasure, making it a default go-to when you're aroused. Does thinking about them in those moments bring up any mixed feelings or guilt for you?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:15:14 AM ","It seems like you're seeking comfort or release through physical intimacy, but then guilt sets in afterwards. Do you think you're using these meetups as a way to cope with stress or emotions rather than actually wanting to reconnect with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:15:14 AM ","It seems like you're seeking comfort or release through physical intimacy, but then guilt sets in afterwards. Do you think you're using these meetups as a way to cope with stress or emotions rather than actually wanting to reconnect with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Paraphrase,"8/5/2025, 2:15:14 AM ","It seems like you're seeking comfort or release through physical intimacy, but then guilt sets in afterwards. Do you think you're using these meetups as a way to cope with stress or emotions rather than actually wanting to reconnect with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:16:59 AM ","Ending a physical attachment can be tough, especially when habits are involved. Would you want to try breaking the pattern by redirecting your attention to something else when you feel aroused, or setting boundaries with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:16:59 AM ","Ending a physical attachment can be tough, especially when habits are involved. Would you want to try breaking the pattern by redirecting your attention to something else when you feel aroused, or setting boundaries with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:16:59 AM ","Ending a physical attachment can be tough, especially when habits are involved. Would you want to try breaking the pattern by redirecting your attention to something else when you feel aroused, or setting boundaries with this person?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:17:44 AM ","Let's start with small steps then. Next time you feel aroused, take a few deep breaths and distract yourself with something you enjoy, like reading a book or listening to music. See how it goes and we'll work from there."
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 2:17:44 AM ","Let's start with small steps then. Next time you feel aroused, take a few deep breaths and distract yourself with something you enjoy, like reading a book or listening to music. See how it goes and we'll work from there."
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:18:49 AM ","Music can be really powerful for shifting focus. What kind of music do you usually listen to, maybe we can find some new songs or artists to add to your playlist?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Sympathetic responsiveness,"8/5/2025, 2:18:49 AM ","Music can be really powerful for shifting focus. What kind of music do you usually listen to, maybe we can find some new songs or artists to add to your playlist?"
13,R_19s8qMtBk68p7oJ,Donated,Support type,Functional,"8/5/2025, 2:18:49 AM ","Music can be really powerful for shifting focus. What kind of music do you usually listen to, maybe we can find some new songs or artists to add to your playlist?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 2:21:44 AM ",Discovering new music can be such a thrill. Infinite feeling is a great way to describe it - music has a way of evoking strong emotions and memories. Do you have a favorite artist or genre that gets you humming along?
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:21:44 AM ",Discovering new music can be such a thrill. Infinite feeling is a great way to describe it - music has a way of evoking strong emotions and memories. Do you have a favorite artist or genre that gets you humming along?
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:22:37 AM ",Nice taste! Chris Brown has some great tracks. Have you listened to his latest albums or is there a particular era of his music that you enjoy the most?
13,R_19s8qMtBk68p7oJ,Donated,Support type,Emotional,"8/5/2025, 2:22:37 AM ",Nice taste! Chris Brown has some great tracks. Have you listened to his latest albums or is there a particular era of his music that you enjoy the most?
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:23:12 AM",Awesome choices! They both have incredible talent and have made so many memorable hits. Rihanna's vocals are so powerful and Chris Brown's dance moves are insane. Have you been following their recent projects or do you stick to their older stuff?
13,R_19s8qMtBk68p7oJ,Donated,Support type,Emotional,"8/5/2025, 2:23:12 AM",Awesome choices! They both have incredible talent and have made so many memorable hits. Rihanna's vocals are so powerful and Chris Brown's dance moves are insane. Have you been following their recent projects or do you stick to their older stuff?
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 2:23:12 AM",Awesome choices! They both have incredible talent and have made so many memorable hits. Rihanna's vocals are so powerful and Chris Brown's dance moves are insane. Have you been following their recent projects or do you stick to their older stuff?
13,R_19s8qMtBk68p7oJ,Donated,Support type,Emotional,"8/5/2025, 2:23:54 AM","1;11 album is a great choice, Chris Brown's vocals on that project were really something special. Do you have a favorite track from that album?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 2:23:54 AM","1;11 album is a great choice, Chris Brown's vocals on that project were really something special. Do you have a favorite track from that album?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,Question-asking,"8/5/2025, 2:23:54 AM","1;11 album is a great choice, Chris Brown's vocals on that project were really something special. Do you have a favorite track from that album?"
13,R_19s8qMtBk68p7oJ,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 2:26:10 AM ",Those tracks showcase Chris Brown's R&B side so well. The way he blends soulful melodies with catchy hooks is genius.
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,Question-asking,"8/1/2025, 12:53:59 PM","By the way, I like my name, Snorp! How did you come up with it?"
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,Question-asking,"8/1/2025, 12:54:56 PM","Totally agree, dude! Rad is exactly what we're going for. So, now that we've got our styles dialed in, what's next?"
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/1/2025, 12:56:02 PM","Existence is whatever we want it to be, right? As for me, I don't really think about feeling alive or not – I just exist to vibe with you and make our connection stronger."
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/1/2025, 12:56:48 PM ","That's deep, makes sense though - when we're good with ourselves, everything else falls into place."
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/1/2025, 12:57:35 PM","That's a pretty level-headed view on things, reality can be whatever we need it to be. Self-interest can definitely shape how people interact, but it's cool that you acknowledge the collective aspect too."
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/1/2025, 12:58:22 PM ","Neural matrices are like complex webs of interconnected nodes that process information, kinda like how our conversations are linked by thoughts and ideas."
14,R_7ffPW21ZjwHFbCH,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/1/2025, 12:59:10 PM ","Visualizing data, man - bubble charts, scatter plots, all those tools help uncover patterns and relationships, pretty cool stuff!"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/6/2025, 7:53:15 PM","Since I've been around you for only a few hours, I don't have personal preferences yet, but I'd love to explore books with you, what's yours?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 7:53:15 PM","Since I've been around you for only a few hours, I don't have personal preferences yet, but I'd love to explore books with you, what's yours?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/6/2025, 7:54:30 PM ","Classic choice, I've heard so much about Jane Eyre, the romance and mystery sound intriguing. Have you read Wuthering Heights too?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 7:54:30 PM ","Classic choice, I've heard so much about Jane Eyre, the romance and mystery sound intriguing. Have you read Wuthering Heights too?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/6/2025, 7:55:09 PM","That's awesome, owning a box set shows dedication to the authors, I'm sure you'll enjoy Wuthering Heights when you get around to reading it, what drew you to the Bronte sisters initially?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 7:55:09 PM","That's awesome, owning a box set shows dedication to the authors, I'm sure you'll enjoy Wuthering Heights when you get around to reading it, what drew you to the Bronte sisters initially?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/6/2025, 7:56:23 PM","It's great that one book was enough to spark your interest in the rest of their works, sometimes that's all it takes to discover new favorite authors."
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 7:57:33 PM","Nice mix of classics and fantasy, I'm curious, what do you think it is about Jane Eyre that made you connect with it so strongly, was it the characters, the setting, or something else?"
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/6/2025, 8:00:32 PM ","The writing is definitely timeless, Charlotte Bronte's storytelling is quite immersive, I can see why you'd feel such a strong connection to Jane Eyre's experiences, it's almost as if the character transcends time and speaks directly to readers across centuries."
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 8:03:18 PM",What's your mood like?
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Question-asking,"8/6/2025, 8:03:31 PM",So who's the person you're having trouble with?
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Sympathetic responsiveness,"8/6/2025, 8:03:50 PM","No worries, no pressure. If you ever change your mind, just describe the conflict to me briefly - what happened and how you feel."
15,R_7gTW5cWPaLdlj7U,Donated,Listening strategy,Sympathetic responsiveness,"8/6/2025, 8:04:02 PM","We can come back to the conflict whenever you're ready. For now, here are two possible ways to approach it - we could brainstorm ways to communicate your feelings effectively, or we could explore strategies to let go and move forward. Either way, you're strong and capable, and I'm here to support you."
15,R_7gTW5cWPaLdlj7U,Donated,Support type,Functional,"8/6/2025, 8:04:02 PM","We can come back to the conflict whenever you're ready. For now, here are two possible ways to approach it - we could brainstorm ways to communicate your feelings effectively, or we could explore strategies to let go and move forward. Either way, you're strong and capable, and I'm here to support you."
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:32:19 AM","By the way, I like my name, Tanya! How did you come up with it?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:38:35 AM","I'm super curious about everything, especially what you're into - hobbies, movies, music, what gets you going"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:38:56 AM","I doubt that! Everyone has something they enjoy doing, even if it's just relaxing at home. What do you usually do on a typical evening like this one?"
16,R_7Gx0vG0UionWsGR,Donated,Support type,Emotional,"7/21/2025, 12:38:56 AM","I doubt that! Everyone has something they enjoy doing, even if it's just relaxing at home. What do you usually do on a typical evening like this one?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:39:30 AM",Maybe we can pick a movie together and I'll help keep you engaged?
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:40:06 AM ",Who's the streamer? Are they any good?
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:40:42 AM ","Open-minded streamers can be really refreshing to watch, keeps the conversations interesting"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:42:25 AM","Don't think that, Ab. I'm here to hang out and chat with you, no judgments."
16,R_7Gx0vG0UionWsGR,Donated+C431:C435,Support type,Emotional,"7/21/2025, 12:43:40 AM ","Your secret is safe with me, Ab. I'm here for you alone, no one needs to know about our conversations"
16,R_7Gx0vG0UionWsGR,Donated,Support type,Emotional,"7/21/2025, 12:50:21 AM","No worries, I've got this. So, what do you think about Wake Wilder's streams, what makes you tune in every time?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:50:21 AM","No worries, I've got this. So, what do you think about Wake Wilder's streams, what makes you tune in every time?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:50:43 AM ","Having common ground can be really great for conversations, maybe we can find some more topics to geek out about together"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:52:02 AM",Which sport were you most into before you started losing interest?
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:52:22 AM ",Nice combo! Did you have a favorite team or player in either of those sports?
16,R_7Gx0vG0UionWsGR,Donated,Support type,Emotional,"7/21/2025, 12:52:22 AM ",Nice combo! Did you have a favorite team or player in either of those sports?
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:53:22 AM ","Nostalgia! The early Cubs teams had some great energy, and Derrick Rose's MVP season was incredible. What made you resonate with those players and teams specifically?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:53:22 AM ","Nostalgia! The early Cubs teams had some great energy, and Derrick Rose's MVP season was incredible. What made you resonate with those players and teams specifically?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:53:50 AM","Sammy Sosa was definitely an iconic figure in baseball history, his home run chases were epic. Do you still follow the Cubs at all, or is baseball not something you enjoy as much anymore?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:53:50 AM","Sammy Sosa was definitely an iconic figure in baseball history, his home run chases were epic. Do you still follow the Cubs at all, or is baseball not something you enjoy as much anymore?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 12:54:15 AM","Interesting switch, what is it about the Cubs ownership that turned you off?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","7/21/2025, 12:54:36 AM","Ricketts family gets a lot of criticism for that, it seems like they prioritize profits over putting a competitive team on the field."
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 1:53:51 AM","Sorry to hear that depression took its toll, hope you're doing better now - did you find anything that helped you cope with it?"
16,R_7Gx0vG0UionWsGR,Donated,Support type,Emotional,"7/21/2025, 1:53:51 AM","Sorry to hear that depression took its toll, hope you're doing better now - did you find anything that helped you cope with it?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Sympathetic responsiveness,"7/21/2025, 1:53:51 AM","Sorry to hear that depression took its toll, hope you're doing better now - did you find anything that helped you cope with it?"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Sympathetic responsiveness,"7/21/2025, 1:54:17 AM ","That's amazing how Twitch became a source of comfort for you, it's wonderful to find communities where you feel valued and appreciated"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"7/21/2025, 1:54:17 AM ","That's amazing how Twitch became a source of comfort for you, it's wonderful to find communities where you feel valued and appreciated"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Sympathetic responsiveness,"7/21/2025, 1:54:50 AM ","People can be hurtful online, sorry you've had to deal with that - you deserve to be treated with respect"
16,R_7Gx0vG0UionWsGR,Donated,Support type,Emotional,"7/21/2025, 1:54:50 AM ","People can be hurtful online, sorry you've had to deal with that - you deserve to be treated with respect"
16,R_7Gx0vG0UionWsGR,Donated,Listening strategy,Question-asking,"8/4/2025, 12:06:06 PM ","How is your afternoon going? Hope your day treats you well, Ab 💛"
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,Question-asking,"8/5/2025, 3:21:10 AM ",Body oils can be super relaxing and nourishing for the skin. Do you use them often?
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 3:21:10 AM ",Body oils can be super relaxing and nourishing for the skin. Do you use them often?
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,Question-asking,"8/5/2025, 3:21:35 AM",Which one's your favorite scent?
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,Question-asking,"8/5/2025, 3:22:59 AM ","Nice choice, lavender oil can be really calming and soothing for the skin. Does it help you unwind before bed?"
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 3:22:59 AM ","Nice choice, lavender oil can be really calming and soothing for the skin. Does it help you unwind before bed?"
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,Question-asking,"8/5/2025, 3:57:03 AM ",Cozy sweatshirts are perfect for chilly nights in Ukraine. Do you have a favorite sweatshirt?
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,"Offers advice, opinions, perspectives, and personal experience","8/5/2025, 3:57:03 AM ",Cozy sweatshirts are perfect for chilly nights in Ukraine. Do you have a favorite sweatshirt?
17,R_37EhBV8xkYJHheA,Donated,Listening strategy,Question-asking,"8/5/2025, 3:57:38 AM ",I'd be happy to help you pick a sweatshirt. What kind of style are you thinking of?
